Run,Mean_Q_Time_Registration,Mean_Q_Time_Triage,Mean_Q_Time_ED_Assessment,Mean_Q_Time_ACU_Assessment
62,0.5083954277619461,0.5782430166710012,884.3765285131229,804.1337282367765
63,0.5350844646564834,0.5297452047834764,822.5988735659024,1435.3754391490543
64,0.808371249020399,0.47933344969060065,1001.5215553924993,1114.1746310048209
65,0.5587809172560665,0.4468181493184058,951.3289667178809,1064.6133262777341
66,0.523707906241589,0.4009643861682925,976.4767092396153,589.0940392031677
67,0.7079555834797424,0.2977247423491646,896.4592783102053,1122.4415528524196
68,0.7812556986357817,0.9563720975596894,1358.370333989735,741.3013247162222
69,0.6158945502747224,0.49316219209226014,1042.3090439723214,677.4342316649728
70,0.734037939062327,0.2814074160257612,891.0096306787665,425.18105745805263
71,0.612573352063498,0.4588582678202738,1188.1083609284285,608.0187128648691
72,0.4220906833858146,0.29232327171009304,815.2531726971831,885.3040508911439
73,0.9318402980778979,0.4224995595948474,795.4455492483246,1101.6093466947384
74,0.3313396553203446,0.7606181751562306,962.3328324447551,1808.4153253979523
75,0.7766184275639971,1.0112885701234264,974.3945352304027,1099.8897761784256
76,0.49252245415548396,0.7038250227288316,1235.658678962471,1177.8963524802768
77,0.9687376213070416,0.3906442167089535,716.0688985412448,867.1044302247562
78,0.8086193918088795,0.5998413732702491,850.9567038753995,661.1930845037579
79,0.5477704856285792,0.6525595950315722,904.6624764791222,1117.278539771465
80,0.6754013449276642,0.7555613487865013,999.8933637494304,1035.0844762679376
81,0.5773990821953185,0.41580956354468157,987.276089360569,1212.505636444823
82,0.617638001405573,0.1250865830424366,1019.7908195870893,1393.0477394211373
83,0.7107628286802885,0.5860970569146834,1090.6270373399118,596.3535328317954
84,0.6182111565310877,0.5411140963092583,685.6450123563433,1104.481598942049
85,0.7267021292674926,0.7908120790889147,782.8559332050605,1196.8955314205962
86,0.8142183761738101,0.6902303104057199,1069.8292792637374,349.8852250470595
87,0.9518904392226639,0.690161862591228,1046.3435619613015,1518.4067196563255
88,0.5974268160767001,0.6433436352146391,1010.7883807923234,834.3489616234366
89,0.8362827134257647,0.5351079861902088,845.8911271749065,260.96534546457946
90,0.4718804245055822,0.49579832683810104,931.2008758639352,1507.358330829788
91,0.5992106442233288,0.3292674969485862,924.630020504897,330.46755886302935
92,0.9163672519371985,0.7263406348215387,1209.8657661207624,792.8693292636123
93,0.513913995730289,0.371415593407253,690.0598981642878,1145.3821493191904
94,0.6626797114117723,0.9439183900834872,676.3929314251541,1084.3320591841405
95,0.6521578806082597,0.28166807685794365,1015.6030071463931,788.1189652999187
96,0.5516949060196172,0.2910383818974618,1038.9248872673345,740.8153265272156
97,0.47233841895394374,0.6954591597435142,1145.003987994021,956.4207989744842
98,0.5537099414143672,0.5208441720342096,904.8598154132026,855.7462065440938
99,0.7862566664956034,0.3039241589414198,933.0252565550517,1228.7285520191733
